"forma_vendita_edicole","Ubicazione","TipoVia","DescrizioneVia","Civico","CodiceVia","ZD","settore_storico_ed","superficie_occupata","vendita_esclusiva"
"rivendita in negozio","PLE CORVETTO LUIGI EMANUELE N. 7 (z.d. 4)","PLE ","CORVETTO LUIGI EMANUELE","7","4174","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PLE GAMBARA VERONICA N. 5 (z.d. 7)","PLE ","GAMBARA VERONICA","5","6593","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PLE GORINI PAOLO N. 11 (z.d. 3)","PLE ","GORINI PAOLO","11","3170","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PLE SIENA N. 4 (z.d. 7)","PLE ","SIENA","4","6616","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PLE SUSA N. 15 (z.d. 3)","PLE ","SUSA","15","3101","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA BAUSAN GIOVANNI N. 3 (z.d. 9)","PZA ","BAUSAN GIOVANNI","3","1262","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA BAUSAN GIOVANNI N. 8 (z.d. 9)","PZA ","BAUSAN GIOVANNI","8","1262","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA BRUZZANO N. 5 (z.d. 9)","PZA ","BRUZZANO","5","1655","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA CAVOUR N. 1 (z.d. 1)","PZA ","CAVOUR","1","237","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA CAVOUR N. 1 (z.d. 1)","PZA ","CAVOUR","1","237","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA DELLA REPUBBLICA N. 32 (z.d. 2)","PZA ","DELLA REPUBBLICA","32","1055","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA DUCA D'AOSTA int. stazione centrale - piano terra (t32), (z.d. 2)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","PZA DUCA D'AOSTA int. stazione centrale - piano terra (t46), (z.d. 2)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","PZA DUCA D'AOSTA negozio - piano seminterrato (s17)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA DUCA D'AOSTA num.000 int. staz. centrale libreria, (z.d. 2)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","PZA GARIBALDI ANITA N. 9 (z.d. 7)","PZA ","GARIBALDI ANITA","9","6786","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","PZA GASPARRI PIETRO N. 9 (z.d. 9)","PZA ","GASPARRI PIETRO","9","1647","9","QUOTIDIANI","","No"
"rivendita in negozio","PZA GRECO N. 7 (z.d. 2)","PZA ","GRECO","7","1417","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA MISSORI GIUSEPPE N. 2 (z.d. 1)","PZA ","MISSORI GIUSEPPE","2","525","1","RIVISTE SPECIALIZZATE","","No"
"rivendita in negozio","PZA PREALPI N. 2 (z.d. 8)","PZA ","PREALPI","2","7300","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","PZA SEI FEBBRAIO N. 22 (z.d. 8)","PZA ","SEI FEBBRAIO","22","6358","8","QUOTIDIANI","","No"
"rivendita in negozio","PZA TIRANA N. 5 (z.d. 6)","PZA ","TIRANA","5","5378","6","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","PZA VIGILI DEL FUOCO N. 10 (z.d. 3)","PZA ","VIGILI DEL FUOCO","10","2710","3","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","RIP DI PTA TICINESE N. 97 (z.d. 6)","RIP ","DI PTA TICINESE","97","5150","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA AJACCIO N. 3 (z.d. 3)","VIA ","AJACCIO","3","3246","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA ALBERTINELLI MARIOTTO N. 9 (z.d. 7)","VIA ","ALBERTINELLI MARIOTTO","9","6561","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA AMPERE ANDREA MARIA N. 65 (z.d. 3)","VIA ","AMPERE ANDREA MARIA","65","2428","3","","","Si"
"rivendita in negozio","VIA AMPERE ANDREA MARIA N. 65 (z.d. 3)","VIA ","AMPERE ANDREA MARIA","65","2428","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA ARCHIMEDE N. 43 (z.d. 4)","VIA ","ARCHIMEDE","43","3086","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA ASTESANI ALESSANDRO N. 15 (z.d. 9)","VIA ","ASTESANI ALESSANDRO","15","1558","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA ASTESANI ALESSANDRO N. 17 (z.d. 9)","VIA ","ASTESANI ALESSANDRO","17","1558","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA ASTESANI ALESSANDRO N. 33 (z.d. 9)","VIA ","ASTESANI ALESSANDRO","33","1558","9","QUOTIDIANI","","No"
"rivendita in negozio","VIA ASTESANI ALESSANDRO N. 47 (z.d. 9)","VIA ","ASTESANI ALESSANDRO","47","1558","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA BAGAROTTI MAFFEO N. 40 (z.d. 7)","VIA ","BAGAROTTI MAFFEO","40","6585","7","QUOTIDIANI","","No"
"rivendita in negozio","VIA BERCHET GIOVANNI N. 2 (z.d. 1)","VIA ","BERCHET GIOVANNI","2","206","1","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA BIXIO NINO N. 12 fr. vendita via kramer, (z.d. 3)","VIA ","BIXIO NINO","12","3133","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA BIXIO NINO N. 34 (z.d. 3)","VIA ","BIXIO NINO","34","3133","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA BORGOMAINERIO LUIGI N. 2 ang. via pitteri, (z.d. 3)","VIA ","BORGOMAINERIO LUIGI","2","2685","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA BOSCOVICH RUGGERO N. 22 (z.d. 2)","VIA ","BOSCOVICH RUGGERO","22","2131","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA BRA' N. 2 (z.d. 3)","VIA ","BRA'","2","2542","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA BRIOSCHI FRANCESCO N. 100 (z.d. 5)","VIA ","BRIOSCHI FRANCESCO","100","5243","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA BROGGINI BONAVENTURA N. 3 (z.d. 7)","VIA ","BROGGINI BONAVENTURA","3","6700","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA BRUNELLESCHI FILIPPO N. 2 (z.d. 6)","VIA ","BRUNELLESCHI FILIPPO","2","5384","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CADORE N. 30 (z.d. 4)","VIA ","CADORE","30","3077","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CAGLIERO GIOVANNI N. 14 (z.d. 2)","VIA ","CAGLIERO GIOVANNI","14","1407","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CALDERA N. 21 (z.d. 7)","VIA ","CALDERA","21","6302","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA CALIFORNIA N. 23 (z.d. 6)","VIA ","CALIFORNIA","23","6101","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CALVAIRATE N. 1 (z.d. 4)","VIA ","CALVAIRATE","1","3225","4","QUOTIDIANI","","No"
"rivendita in negozio","VIA CARDINALE MEZZOFANTI N. 29 (z.d. 4)","VIA ","CARDINALE MEZZOFANTI","29","3277","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CARLONE CARLO ANTONIO N. 7 fr. p.zza bettini, (z.d. 7)","VIA ","CARLONE CARLO ANTONIO","7","6846","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CARNIA N. 7 (z.d. 3)","VIA ","CARNIA","7","2395","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CARONCINI ALBERTO N. 1 (z.d. 4)","VIA ","CARONCINI ALBERTO","1","4093","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CAROZZI GIUSEPPE N. 18 (z.d. 6)","VIA ","CAROZZI GIUSEPPE","18","6661","6","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA CASATI FELICE N. 32 (z.d. 3)","VIA ","CASATI FELICE","32","2122","2","XIV","","Si"
"rivendita in negozio","VIA CASCINA BIANCA N. 20 (z.d. 6)","VIA ","CASCINA BIANCA","20","5454","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CASORETTO N. 60 (z.d. 3)","VIA ","CASORETTO","60","2420","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CASTEL MORRONE num.002/a , (z.d. 3)","VIA ","CASTEL MORRONE","","3185","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CASTELVETRO LODOVICO N. 13 (z.d. 8)","VIA ","CASTELVETRO LODOVICO","13","7195","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CESAROTTI MELCHIORRE N. 2 (z.d. 2)","VIA ","CESAROTTI MELCHIORRE","2","2510","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CHOPIN FEDERICO N. 50 (z.d. 5)","VIA ","CHOPIN FEDERICO","50","4297","5","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA CIALDINI ENRICO N. 111 (z.d. 9)","VIA ","CIALDINI ENRICO","111","1477","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CINO DA PISTOIA N. 18 (z.d. 9)","VIA ","CINO DA PISTOIA","18","1445","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA COMPAGNI DINO N. 2 (z.d. 3)","VIA ","COMPAGNI DINO","2","2203","3","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA COMPAGNONI GIUSEPPE N. 24 (z.d. 4)","VIA ","COMPAGNONI GIUSEPPE","24","3096","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CORRENTI CESARE N. 1 (z.d. 1)","VIA ","CORRENTI CESARE","1","555","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA CUSAGO N. 2 (z.d. 7)","VIA ","CUSAGO","2","6785","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA D'ADDA CARLO N. 11 (z.d. 6)","VIA ","D'ADDA CARLO","11","5272","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DE AMICIS EDMONDO N. 45 (z.d. 1)","VIA ","DE AMICIS EDMONDO","45","574","1","XIV-QUOTIDIANI, PERIODI,XIII (cont.antec. D.M. 375/88)","","Si"
"rivendita in negozio","VIA DE ANGELIS MICHELE N. 15 (z.d. 9)","VIA ","DE ANGELIS MICHELE","15","1527","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DE PRETIS AGOSTINO num.066/28 ,","VIA ","GALLARATE","389","7420","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA DE RUGGIERO GUIDO N. 4 (z.d. 5)","VIA ","DE RUGGIERO GUIDO","4","5442","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DE SANCTIS FRANCESCO N. 1 angolo via montegani, (z.d. 5)","VIA ","DE SANCTIS FRANCESCO","1","5322","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DE SANCTIS FRANCESCO N. 28 (z.d. 5)","VIA ","DE SANCTIS FRANCESCO","28","5322","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DEGLI OLIVETANI N. 21 (z.d. 1)","VIA ","DEGLI OLIVETANI","21","6220","1","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA DEGLI UMILIATI N. 34 (z.d. 4)","VIA ","DEGLI UMILIATI","34","3347","4","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA DEGLI UMILIATI N. 35 (z.d. 4)","VIA ","DEGLI UMILIATI","35","3347","4","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA DEI BIANCOSPINI N. 2 (z.d. 6)","VIA ","DEI BIANCOSPINI","2","6711","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DEI GUARNERI N. 24 (z.d. 5)","VIA ","DEI GUARNERI","24","4300","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DEI MISSAGLIA N. 59 (z.d. 5)","VIA ","DEI MISSAGLIA","59","5340","5","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA DEI MISSAGLIA num.059/a , ()","VIA ","PADOVA","204","2275","2","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA DEL TURCHINO N. 17 (z.d. 4)","VIA ","DEL TURCHINO","17","3337","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DELLA MOSCOVA N. 39 (z.d. 1)","VIA ","DELLA MOSCOVA","39","1016","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DELLA PALLA N. 2 ingresso via torino, (z.d. 1)","VIA ","DELLA PALLA","2","586","1","RIVISTE SPECIALIZZATE","","No"
"rivendita in negozio","VIA DELLA PALLA N. 2 ingresso via torino, (z.d. 1)","VIA ","DELLA PALLA","2","586","1","RIVISTE SPECIALIZZATE","","No"
"rivendita in negozio","VIA DELLA TORRE N. 34 fr. vendita via rovetta, (z.d. 2)","VIA ","DELLA TORRE","34","2322","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DESIDERIO DA SETTIGNANO N. 14 (z.d. 8)","VIA ","DESIDERIO DA SETTIGNANO","14","6395","8","QUOTIDIANI","","No"
"rivendita in negozio","VIA DOGANA N. 2 (z.d. 1)","VIA ","DOGANA","2","341","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA DOLCI CARLO N. 4 (z.d. 7)","VIA ","DOLCI CARLO","4","6555","7","RIVISTE SPECIALIZZATE","","No"
"rivendita in negozio","VIA DON RODRIGO N. 2 (z.d. 5)","VIA ","DON RODRIGO","2","5416","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA F.LLI GORLINI N. 43 trenno, (z.d. 8)","VIA ","F.LLI GORLINI","43","6742","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA F.LLI LUMIERE N. 2 (z.d. 2)","VIA ","F.LLI LUMIERE","2","2308","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA F.LLI ZANZOTTERA N. 12 (z.d. 7)","VIA ","F.LLI ZANZOTTERA","12","6733","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA F.LLI ZANZOTTERA N. 8 (z.d. 7)","VIA ","F.LLI ZANZOTTERA","8","6733","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA FABRIANO N. 3 (z.d. 9)","VIA ","FABRIANO","3","1642","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA FARINI CARLO N. 29 (z.d. 9)","VIA ","FARINI CARLO","29","1114","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA FARINI CARLO N. 53 (z.d. 9)","VIA ","FARINI CARLO","53","1114","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA FIAMMA GALVANO N. 20 (z.d. 4)","VIA ","FIAMMA GALVANO","20","3079","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA FILZI FABIO N. 23 ingresso via pirelli, (z.d. 2)","VIA ","FILZI FABIO","23","1190","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA FOPPA VINCENZO N. 21 (z.d. 6)","VIA ","FOPPA VINCENZO","21","6109","6","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA FRA' CRISTOFORO N. 1 (z.d. 5)","VIA ","FRA' CRISTOFORO","1","5413","5","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA FRIULI N. 2 (z.d. 4)","VIA ","FRIULI","2","3199","4","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA GALVANI LUIGI N. 15 (z.d. 9)","VIA ","GALVANI LUIGI","15","1179","9","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA GIAMBELLINO N. 128 (z.d. 6)","VIA ","GIAMBELLINO","128","5136","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA GIAMBELLINO N. 53 (z.d. 6)","VIA ","GIAMBELLINO","53","5136","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA GIANELLA GIUSEPPE N. 21 (z.d. 7)","VIA ","GIANELLA GIUSEPPE","21","6775","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA GIOIA MELCHIORRE N. 175 (z.d. 2)","VIA ","GIOIA MELCHIORRE","175","1108","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA GIOIA MELCHIORRE N. 175 (z.d. 2)","VIA ","GIOIA MELCHIORRE","175","1108","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA GNOCCHI DON CARLO N. 3 (z.d. 7)","VIA ","GNOCCHI DON CARLO","3","6483","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA GOVONE GIUSEPPE N. 19 (z.d. 8)","VIA ","GOVONE GIUSEPPE","19","7222","8","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA GULLI TOMMASO N. 60 (z.d. 7)","VIA ","GULLI TOMMASO","60","6634","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA HOEPLI ULRICO N. 5 (z.d. 1)","VIA ","HOEPLI ULRICO","5","190","1","PERIODICI","","No"
"rivendita in negozio","VIA IGLESIAS N. 45 angolo via astico n.19, (z.d. 2)","VIA ","IGLESIAS","45","2458","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA IMBONATI CARLO N. 4 (z.d. 9)","VIA ","IMBONATI CARLO","4","1311","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA IMBONATI CARLO N. 74 (z.d. 9)","VIA ","IMBONATI CARLO","74","1311","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA INGEGNOLI FRANCESCO N. 19 (z.d. 3)","VIA ","INGEGNOLI FRANCESCO","19","2559","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LECCHI ANTONIO N. 20 (z.d. 6)","VIA ","LECCHI ANTONIO","20","5263","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LITTA MODIGNANI ALESSANDRO N. 97 (z.d. 9)","VIA ","LITTA MODIGNANI ALESSANDRO","97","1539","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LITTA MODIGNANI ALESSANDRO N. 97 (z.d. 9)","VIA ","LITTA MODIGNANI ALESSANDRO","97","1539","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LITTA MODIGNANI ALESSANDRO N. 97 (z.d. 9)","VIA ","LITTA MODIGNANI ALESSANDRO","97","1539","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LODOVICO IL MORO N. 11 (z.d. 6)","VIA ","LODOVICO IL MORO","11","5290","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LODOVICO IL MORO N. 159 (z.d. 6)","VIA ","LODOVICO IL MORO","159","5290","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LODOVICO IL MORO N. 169 (z.d. 6)","VIA ","LODOVICO IL MORO","169","5290","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LODOVICO IL MORO N. 59 (z.d. 6)","VIA ","LODOVICO IL MORO","59","5290","6","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA LODOVICO IL MORO N. 73 (z.d. 6)","VIA ","LODOVICO IL MORO","73","5290","6","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA LOMBARDINI ELIA N. 4 (z.d. 5)","VIA ","LOMBARDINI ELIA","4","5146","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LOMBROSO CESARE N. 54 interno ortomercato, (z.d. 4)","VIA ","LOMBROSO CESARE","54","3334","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LOMELLINA N. 52 (z.d. 4)","VIA ","LOMELLINA","52","3280","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA LORENTEGGIO N. 157 (z.d. 6)","VIA ","LORENTEGGIO","157","5132","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MAIOCCHI ACHILLE N. 14 (z.d. 3)","VIA ","MAIOCCHI ACHILLE","14","2162","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MAMIANI TERENZIO N. 1 (z.d. 2)","VIA ","MAMIANI TERENZIO","1","2338","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MANZONI ALESSANDRO N. 12 (z.d. 1)","VIA ","MANZONI ALESSANDRO","12","230","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MAR NERO N. 6 (z.d. 7)","VIA ","MAR NERO","6","6415","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MARGHERA N. 28 interno mondadori multicenter, (z.d. 7)","VIA ","MARGHERA","28","6280","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MAROCHETTI CARLO N. 19 (z.d. 4)","VIA ","MAROCHETTI CARLO","19","4185","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MAROCHETTI CARLO N. 21 (z.d. 4)","VIA ","MAROCHETTI CARLO","21","4185","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MASCHERONI LORENZO N. 16 (z.d. 1)","VIA ","MASCHERONI LORENZO","16","6183","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MECENATE N. 2 (z.d. 4)","VIA ","MECENATE","2","3323","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MELZO N. 11 (z.d. 3)","VIA ","MELZO","11","2184","3","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA MESSINA N. 20 (z.d. 8)","VIA ","MESSINA","20","7211","8","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA MEUCCI ANTONIO N. 2 (z.d. 2)","VIA ","MEUCCI ANTONIO","2","2497","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MODENA GUSTAVO N. 2 (z.d. 3)","VIA ","MODENA GUSTAVO","2","3122","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MONTE NAPOLEONE num.006/a , (z.d. 1)","VIA ","MONTE NAPOLEONE","","219","1","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MONTE SAN GABRIELE N. 1 (z.d. 2)","VIA ","MONTE SAN GABRIELE","1","2481","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MONTE SAN GENESIO N. 2 (z.d. 9)","VIA ","MONTE SAN GENESIO","2","1299","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MORAZZONE N. 6 (z.d. 1)","VIA ","MORAZZONE","6","7131","1","RIVISTE SPECIALIZZATE","","No"
"rivendita in negozio","VIA MOROSINI EMILIO N. 26 (z.d. 4)","VIA ","MOROSINI EMILIO","26","3073","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA MOSCA ANTONIO N. 169 (z.d. 7)","VIA ","MOSCA ANTONIO","169","6788","7","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA MOSCA ANTONIO N. 189 (z.d. 7)","VIA ","MOSCA ANTONIO","189","6788","7","XIV","","Si"
"rivendita in negozio","VIA MURAT GIOACCHINO N. 65 (z.d. 9)","VIA ","MURAT GIOACCHINO","65","1316","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA NEGROLI N. 55 verso v.le argonne, (z.d. 4)","VIA ","NEGROLI","55","3279","4","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA NERI POMPEO N. 2 ang. via soderini, (z.d. 6)","VIA ","NERI POMPEO","2","6817","6","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA NOVARA N. 219 (z.d. 7)","VIA ","NOVARA","219","6624","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA ORISTANO N. 17 (z.d. 2)","VIA ","ORISTANO","17","2461","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA ORNATO LUIGI N. 113 (z.d. 9)","VIA ","ORNATO LUIGI","113","1591","9","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA ORTI N. 12 (z.d. 1)","VIA ","ORTI","12","4031","1","XIV-QUOTIDIANI, PERIODI","","No"
"rivendita in negozio","VIA ORTICA N. 1 (z.d. 3)","VIA ","ORTICA","1","3242","3","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA PADOVA N. 178 (z.d. 2)","VIA ","PADOVA","178","2275","2","","","Si"
"rivendita in negozio","VIA PADOVA N. 204 (z.d. 2)","VIA ","PADOVA","204","2275","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA PADOVA N. 283 (z.d. 2)","VIA ","PADOVA","283","2275","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA PADOVA N. 35 (z.d. 2)","VIA ","PADOVA","35","2275","2","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA PAGLIANO ELEUTERIO num.001/b , (z.d. 7)","VIA ","PAGLIANO ELEUTERIO","","6390","7","XIV-QUOTIDIANI, PERIODI","","Si"
"rivendita in negozio","VIA PALANZONE N. 32 (z.d. 9)","VIA ","PALANZONE","32","1600","9","XIV-QUOTIDIANI, PERIODI","","Si"
